,X,A2,A3,A5,A7,A8,B3,Age,B7,B9,B11,B12,C2,C12,E2_9group,E4_21group,E6,E7,E9,E10,E13,E13_1,E14_1,E14_2,E14_Result,E16,E17,E22,E23,E24,G1_1,G1_2,Weights_1,WeightsCalib_1,Weights_Year,WeightsCalib_Year,resident,nonresident,LR_WAP,LF,PNLF,empj,underemployed,iempj,emsj,iemsj,LU1_unemployed,LU2_combined,LU3_potential,LU4_composite,long_term_unemployed
3458,3458,2,9,2,7,4,1,59,7,2,2,5,1,1,6,1,1,4,3,3,1,4,3E+05,0,1,4,2,1,7,1,70,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3460,3460,2,9,2,7,4,1,32,6,2,2,5,1,1,8,19,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,1,70,10,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3464,3464,4,9,2,4,3,1,45,6,2,2,5,1,1,6,1,1,4,3,3,1,3,5E+05,0,1,6,1,1,7,1,65,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3467,3467,5,9,2,5,3,1,65,5,2,3,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,4,1,1,7,1,60,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3468,3468,5,9,2,5,3,1,39,5,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+06,0,1,6,1,1,7,1,70,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3469,3469,5,9,2,5,3,2,35,7,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,6,2,1,7,1,40,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3470,3470,6,9,2,3,3,2,50,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,5,1,1,7,2,20,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3471,3471,6,9,2,3,3,1,26,7,2,1,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,5,2,1,7,2,30,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3474,3474,9,9,2,5,4,2,37,5,2,2,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,6,1,1,7,2,25,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3475,3475,9,9,2,5,4,1,15,4,1,1,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,5,1,1,5,2,20,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3476,3476,9,9,2,5,4,2,65,5,2,3,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,5,1,1,7,1,40,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3477,3477,11,9,2,3,3,1,59,5,2,2,5,1,1,6,1,1,4,3,3,1,3,250000,0,1,5,1,1,7,1,50,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3478,3478,11,9,2,3,3,2,50,5,2,2,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,5,1,1,7,1,40,0,NA,NA,62.8409090909091,41.3450289359234,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3480,3480,1,9,2,2,2,1,69,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,5,1,1,7,1,45,0,NA,NA,40.5681818181818,49.9860455433263,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3481,3481,1,9,2,2,2,2,63,7,2,2,3,1,1,6,1,1,4,3,3,1,2,50000,0,1,5,2,1,7,1,40,0,NA,NA,40.5681818181818,49.9860455433263,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3482,3482,2,9,2,3,3,1,27,5,2,1,5,1,1,6,1,1,4,3,3,1,1,250000,0,1,5,1,1,7,2,20,0,NA,NA,40.5681818181818,49.9860455433263,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3483,3483,3,9,2,2,2,2,60,6,2,2,5,1,1,6,1,1,4,3,3,1,2,250000,0,1,5,1,1,7,1,50,0,NA,NA,40.5681818181818,49.9860455433263,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3488,3488,7,9,2,6,5,2,44,5,2,2,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,5,1,1,7,2,25,0,NA,NA,40.5681818181818,49.9860455433263,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3493,3493,9,9,2,2,2,2,50,7,2,2,5,1,1,6,1,1,4,3,3,1,2,150000,0,1,6,2,1,7,2,20,0,NA,NA,40.5681818181818,49.9860455433263,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3518,3518,3,11,1,5,3,1,44,5,2,2,5,5,1,9,7,2,4,1,3,1,1,120000,0,1,4,1,1,7,1,60,0,NA,NA,35.5016928285626,35.1340843543258,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3524,3524,10,11,1,6,4,2,53,5,2,2,5,1,1,5,7,2,4,1,3,1,1,1E+05,0,1,4,1,1,7,1,48,0,NA,NA,35.5016928285626,35.1340843543258,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3528,3528,5,11,1,3,3,1,58,10,2,2,5,1,1,6,1,2,4,3,3,1,2,80000,0,1,5,2,1,7,1,42,0,NA,NA,32.9956909818406,27.7488500701475,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3544,3544,8,11,1,3,2,2,38,7,2,2,5,1,1,7,7,2,4,3,3,1,1,15000,0,1,3,2,1,6,2,14,0,NA,NA,37.590027700831,14.5525407441255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3557,3557,8,1,1,6,4,1,57,10,2,2,5,3,1,2,13,2,4,1,3,1,1,1E+05,0,1,4,1,1,7,2,30,0,NA,NA,218.165863539248,247.815034118206,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3614,3614,1,2,2,4,4,1,53,5,2,2,5,1,1,6,1,1,4,3,3,1,2,150000,0,1,4,1,1,7,2,30,0,NA,NA,71.6905426627116,84.1994658892854,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3615,3615,1,2,2,4,4,2,39,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,0,1,4,1,1,7,1,42,28,NA,NA,71.6905426627116,84.1994658892854,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3619,3619,4,2,2,6,4,1,46,5,2,2,5,1,1,8,1,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,1,40,20,NA,NA,71.6905426627116,84.1994658892854,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
3624,3624,11,2,2,5,4,1,62,5,2,2,5,1,1,6,1,1,4,3,3,1,1,3E+05,0,1,4,1,1,7,1,35,0,NA,NA,71.6905426627116,84.1994658892854,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3628,3628,2,2,2,6,2,1,44,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,2,35,0,NA,NA,60.1275519106613,5.99999999999454,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3629,3629,2,2,2,6,2,2,37,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,4,1,1,7,1,56,0,NA,NA,60.1275519106613,5.99999999999454,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3631,3631,3,2,2,2,2,2,63,5,2,2,5,1,1,6,1,1,4,3,3,1,1,150000,0,1,4,1,1,5,2,30,0,NA,NA,60.1275519106613,5.99999999999454,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3633,3633,6,2,2,6,4,1,46,10,2,2,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,4,2,1,7,1,56,0,NA,NA,60.1275519106613,5.99999999999454,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3635,3635,7,2,2,6,4,1,45,10,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,4,2,1,7,1,42,35,NA,NA,60.1275519106613,5.99999999999454,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3639,3639,3,2,2,5,4,1,39,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,0,1,4,1,1,7,2,28,0,NA,NA,60.1275519106613,70.7718521603965,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3642,3642,4,2,2,7,5,1,51,5,2,2,5,1,1,6,1,1,4,3,3,1,2,10000,10000,5,4,1,1,7,2,28,0,NA,NA,60.1275519106613,70.7718521603965,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3643,3643,4,2,2,7,5,2,41,5,2,2,5,1,1,6,1,1,4,3,3,1,2,40000,40000,5,4,1,1,7,1,35,0,NA,NA,60.1275519106613,70.7718521603965,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3645,3645,8,2,2,5,2,1,32,5,2,2,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,4,1,1,7,2,25,0,NA,NA,60.1275519106613,70.7718521603965,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3647,3647,10,2,2,4,4,2,40,5,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,30000,5,4,1,1,7,2,28,0,NA,NA,60.1275519106613,70.7718521603965,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3651,3651,1,3,1,4,3,2,40,7,2,3,5,1,1,5,7,2,4,1,3,1,1,150000,0,1,4,1,1,5,1,50,0,NA,NA,56.3979181600025,37.8301552809662,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3652,3652,2,3,1,5,5,2,38,4,2,2,2,1,1,5,19,2,4,3,3,1,1,5000,0,1,4,1,1,7,2,12,0,NA,NA,56.3979181600025,37.8301552809662,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3653,3653,3,3,1,5,4,2,60,4,2,2,5,1,1,5,7,3,4,3,3,1,1,60000,0,1,4,1,1,7,1,46,0,NA,NA,56.3979181600025,37.8301552809662,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3658,3658,9,3,1,5,4,2,62,7,2,3,5,1,1,6,1,2,4,3,3,1,1,0,10000,2,4,2,1,7,2,18,0,NA,NA,56.3979181600025,37.8301552809662,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3663,3663,6,3,1,3,2,1,46,8,2,2,5,1,1,1,13,2,3,1,3,1,2,2E+05,0,1,4,1,1,7,1,48,0,NA,NA,38.6203135226104,77.9290076506468,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3665,3665,7,3,1,6,4,1,59,5,2,2,5,1,1,1,7,2,3,1,3,1,2,250000,0,1,4,1,1,7,1,50,0,NA,NA,38.6203135226104,77.9290076506468,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3680,3680,3,3,2,6,5,1,62,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,20000,2,4,2,1,7,2,28,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3682,3682,4,3,2,5,4,1,48,6,2,2,5,1,1,7,7,1,4,3,3,1,1,50000,0,1,4,1,1,7,1,40,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3683,3683,5,3,2,4,3,1,51,5,2,2,5,1,1,7,6,2,4,3,3,1,1,30000,0,1,4,1,3,1,1,50,20,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3684,3684,5,3,2,4,3,2,41,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,3000,2,4,1,1,7,2,26,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3685,3685,6,3,2,7,6,1,55,5,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,20000,5,5,1,1,7,1,56,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3686,3686,6,3,2,7,6,2,47,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,15000,2,4,1,1,7,2,30,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3687,3687,6,3,2,7,6,1,26,5,2,2,5,1,1,5,7,2,4,3,3,1,1,60000,0,1,4,1,1,4,1,54,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3689,3689,7,3,2,5,2,1,36,10,2,2,5,1,1,7,19,2,4,3,3,1,1,2E+05,0,1,4,2,1,7,1,60,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3691,3691,8,3,2,5,1,1,42,6,2,3,3,1,1,6,1,1,4,3,3,1,1,0,5000,2,4,2,1,6,2,24,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3692,3692,10,3,2,5,2,1,37,5,2,2,5,1,1,5,7,1,4,1,3,1,1,50000,30000,5,4,1,1,7,1,60,24,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
3693,3693,11,3,2,3,3,1,50,5,2,2,5,1,1,7,6,3,4,3,3,1,1,50000,0,1,3,1,3,1,1,40,0,NA,NA,79.943352215928,90.5962118759999,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3694,3694,1,3,2,5,3,1,53,5,2,2,5,1,1,6,1,1,4,3,3,1,2,250000,50000,5,4,1,1,7,1,60,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3696,3696,2,3,2,3,1,1,41,5,2,4,5,1,1,6,1,1,4,3,3,1,1,30000,0,1,4,1,1,7,1,40,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3697,3697,3,3,2,5,3,1,43,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,40000,5,4,1,1,7,1,52,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3699,3699,4,3,2,5,4,1,56,4,2,2,5,1,1,6,1,1,4,3,3,1,2,120000,15000,5,6,1,1,7,1,60,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3700,3700,4,3,2,5,4,2,50,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,6000,2,4,2,1,7,1,50,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3701,3701,5,3,2,3,3,1,62,10,2,2,2,1,1,6,1,1,4,3,3,1,2,0,6000,2,4,2,1,7,1,50,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3702,3702,5,3,2,3,3,2,57,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,4000,2,4,2,1,7,1,40,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3703,3703,5,3,2,3,3,1,22,7,2,1,5,1,1,5,7,2,4,1,3,1,1,60000,0,1,4,1,1,6,1,70,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3704,3704,6,3,2,4,3,2,53,6,2,4,5,1,1,6,1,1,4,3,3,7,NA,80000,5000,5,4,1,1,7,1,48,12,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3705,3705,6,3,2,4,3,2,32,5,2,3,5,1,1,6,1,1,4,3,3,1,1,35000,0,1,4,1,3,1,1,42,10,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3706,3706,7,3,2,3,3,1,57,6,2,2,5,1,1,6,1,1,4,3,3,1,2,0,10000,2,4,2,1,7,1,56,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3707,3707,7,3,2,3,3,2,54,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,5000,2,4,2,1,7,1,46,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3709,3709,10,3,2,3,3,1,55,6,2,2,5,1,1,6,1,1,4,3,3,1,3,5E+05,15000,5,6,1,1,7,1,56,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3711,3711,10,3,2,3,3,1,27,5,2,1,5,1,1,6,1,1,4,3,3,1,3,0,10000,2,4,1,1,7,1,56,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3712,3712,11,3,2,3,2,1,58,7,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,15000,5,4,2,1,7,1,65,0,NA,NA,88.6644451849384,109.629241410364,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3716,3716,2,3,2,6,4,1,42,5,2,2,5,1,1,6,1,1,4,3,3,1,3,250000,0,1,4,1,1,7,1,50,0,NA,NA,90.1179606797734,103.323764379602,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3722,3722,6,3,2,4,2,2,42,5,2,2,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,4,1,1,7,1,45,0,NA,NA,90.1179606797734,103.323764379602,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3723,3723,8,3,2,6,6,1,48,5,2,2,5,1,1,6,1,1,4,3,3,1,2,150000,0,1,4,1,1,7,1,50,0,NA,NA,90.1179606797734,103.323764379602,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3729,3729,1,3,2,3,3,1,55,7,2,2,2,1,1,5,7,1,4,1,3,1,2,50000,20000,5,4,1,1,7,1,60,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3733,3733,3,3,2,4,4,1,47,6,2,2,5,1,1,9,6,1,4,3,3,1,1,90000,0,1,4,2,3,1,1,40,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3735,3735,5,3,2,5,4,2,54,6,2,2,5,1,1,6,1,1,4,3,3,2,NA,0,6000,2,4,2,1,7,2,30,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3736,3736,7,3,2,5,4,1,62,5,2,2,5,1,1,7,6,1,4,3,3,7,NA,120000,0,1,4,1,2,1,1,48,25,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3737,3737,7,3,2,5,4,2,55,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,7000,2,4,2,1,7,1,50,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3739,3739,8,3,2,3,2,1,52,7,2,2,3,1,1,5,9,2,4,1,3,1,1,150000,0,1,4,1,1,7,1,70,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3744,3744,11,3,2,6,6,1,53,10,2,2,5,1,1,9,6,1,4,3,3,1,2,150000,0,1,4,2,1,7,1,56,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3746,3746,11,3,2,6,6,1,24,5,2,1,5,1,1,9,6,2,4,3,3,1,2,180000,0,1,4,1,3,1,1,54,0,NA,NA,68.3152282572476,88.2429613304121,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3750,3750,7,4,1,4,3,1,61,5,2,3,5,1,1,9,1,1,4,3,3,1,1,60000,0,1,4,1,1,7,1,40,0,NA,NA,123.570648635111,85.3725094691363,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3752,3752,8,4,1,4,4,1,49,7,2,2,5,1,1,7,6,2,4,3,3,1,2,50000,0,1,4,1,1,7,1,48,0,NA,NA,123.570648635111,85.3725094691363,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3762,3762,5,4,1,5,4,1,30,5,2,2,5,1,1,7,6,2,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,40,0,NA,NA,52.2798898071625,49.5956047886084,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3771,3771,3,4,2,4,2,1,50,4,2,2,5,1,1,9,1,1,4,3,3,1,1,60000,0,1,4,1,1,7,1,40,0,NA,NA,205.924996351963,386.958028429274,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3772,3772,4,4,2,8,6,1,52,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,7,1,1,7,1,35,0,NA,NA,205.924996351963,386.958028429274,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3805,3805,3,4,2,14,8,1,60,5,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,1000,5,4,1,1,7,1,35,0,NA,NA,205.924996351963,210.244750514098,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3806,3806,3,4,2,14,8,2,55,5,2,2,5,1,1,6,1,1,4,3,3,1,2,250000,0,1,4,1,1,7,1,35,0,NA,NA,205.924996351963,210.244750514098,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3814,3814,7,4,2,4,2,1,37,3,2,2,5,1,1,9,19,1,4,3,3,1,1,50000,0,1,4,1,1,7,1,40,0,NA,NA,205.924996351963,210.244750514098,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3819,3819,2,5,1,5,5,1,48,5,2,2,5,1,1,5,7,2,4,1,3,1,2,50000,0,1,4,1,1,7,1,45,0,NA,NA,53.6513323650591,26.7782433753646,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,3830,6,5,1,5,4,2,42,7,2,2,5,1,1,5,7,2,4,1,3,1,1,1E+05,0,1,4,1,1,7,1,50,0,NA,NA,38.2342828348697,31.7553089918065,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3838,3838,1,5,2,9,6,1,59,7,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,0,1,4,2,1,7,2,15,0,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3839,3839,1,5,2,9,6,2,51,5,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,0,1,4,1,1,7,2,10,0,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3841,3841,1,5,2,9,6,1,30,5,2,2,5,1,1,8,1,1,4,3,3,1,1,2E+05,0,1,4,1,2,7,1,60,0,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3845,3845,8,5,2,2,2,1,57,5,2,2,5,1,1,6,1,1,4,3,3,1,2,12000,0,1,4,1,1,7,2,15,0,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3846,3846,8,5,2,2,2,2,52,5,2,2,5,1,1,6,1,1,4,3,3,1,2,12000,0,1,4,1,1,7,2,15,0,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3849,3849,10,5,2,8,5,1,27,5,2,1,5,1,1,7,6,1,4,3,3,1,1,50000,0,1,3,2,1,6,1,40,0,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3862,3862,2,6,1,2,1,2,58,7,2,2,5,1,1,5,7,2,4,1,3,1,1,130000,0,1,4,2,1,7,1,45,0,NA,NA,105.909551305415,103.908607190961,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3870,3870,10,6,1,6,3,1,42,7,2,2,5,1,1,7,3,2,4,1,3,1,2,140000,0,1,4,2,1,7,1,48,0,NA,NA,105.909551305415,103.908607190961,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3871,3871,1,6,1,3,3,1,53,7,2,2,5,1,1,8,8,2,4,1,3,1,1,60000,0,1,4,2,1,4,1,35,0,NA,NA,96.1930787085883,33.453149441295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3872,3872,1,6,1,3,3,2,50,6,2,2,5,1,1,6,1,2,4,3,3,1,1,50000,25000,5,4,2,1,7,2,25,0,NA,NA,96.1930787085883,33.453149441295,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3873,3873,6,6,1,3,3,1,64,10,2,2,5,1,1,1,7,2,3,1,3,2,NA,250000,0,1,4,2,1,6,1,40,0,NA,NA,96.1930787085883,33.453149441295,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3875,3875,8,6,1,2,2,2,52,5,2,3,5,1,1,6,1,2,4,3,3,1,1,60000,30000,5,4,1,1,7,2,28,0,NA,NA,96.1930787085883,33.453149441295,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3877,3877,2,6,2,4,4,1,45,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,15000,5,4,1,1,7,2,28,0,NA,NA,90.5284974093264,84.5187974940191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3879,3879,4,6,2,3,2,1,59,5,2,2,3,1,1,6,1,1,4,3,3,1,2,60000,0,1,4,1,1,7,2,28,0,NA,NA,90.5284974093264,84.5187974940191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
