,X,A2,A3,A5,A7,A8,B3,Age,B7,B9,B11,B12,C2,C12,E2_9group,E4_21group,E6,E7,E9,E10,E13,E13_1,E14_1,E14_2,E14_Result,E16,E17,E22,E23,E24,G1_1,G1_2,Weights_1,WeightsCalib_1,Weights_Year,WeightsCalib_Year,resident,nonresident,LR_WAP,LF,PNLF,empj,underemployed,iempj,emsj,iemsj,LU1_unemployed,LU2_combined,LU3_potential,LU4_composite,long_term_unemployed
1083,1083,7,9,1,10,7,1,30,7,2,2,5,1,1,7,7,2,4,3,3,1,1,60000,0,1,4,2,1,7,1,55,0,355.982213438735,530.355929720821,81.468566259611,111.651554618556,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1088,1088,11,9,1,3,2,1,57,6,2,2,2,1,1,8,8,2,4,3,3,1,1,60000,0,1,4,1,1,7,1,40,0,355.982213438735,530.355929720821,81.468566259611,111.651554618556,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1089,1089,1,9,2,5,4,1,40,6,2,2,5,1,1,6,1,1,4,3,3,1,4,40000,0,1,4,2,1,7,1,60,0,168.491388707216,200.298358673057,48.5227272727273,52.7045685820658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1093,1093,4,9,2,6,5,1,52,6,2,2,5,1,1,6,1,1,4,3,3,1,3,450000,0,1,6,2,1,7,1,70,0,168.491388707216,200.298358673057,48.5227272727273,52.7045685820658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1094,1094,4,9,2,6,5,2,38,7,2,2,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,6,2,1,7,1,55,0,168.491388707216,200.298358673057,48.5227272727273,52.7045685820658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1096,1096,5,9,2,6,3,1,48,7,2,2,5,1,1,6,1,1,4,3,3,1,2,4E+05,0,1,6,2,1,7,1,50,0,168.491388707216,200.298358673057,48.5227272727273,52.7045685820658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1097,1097,5,9,2,6,3,2,43,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,6,1,1,7,1,40,0,168.491388707216,200.298358673057,48.5227272727273,52.7045685820658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1103,1103,3,9,2,2,2,1,53,7,2,2,5,1,1,8,1,1,4,3,3,1,2,480000,0,1,4,1,1,7,1,70,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1104,1104,5,9,2,4,1,2,37,7,2,3,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,5,2,1,7,1,50,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1106,1106,8,9,2,3,3,1,49,5,2,2,5,1,1,6,1,1,4,3,3,1,3,7E+05,0,1,5,1,1,7,1,60,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1107,1107,8,9,2,3,3,2,43,5,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,6,1,1,7,1,55,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1108,1108,8,9,2,3,3,1,25,5,1,1,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,6,2,1,3,1,50,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
1110,1110,10,9,2,2,2,1,47,5,2,2,5,1,1,6,1,1,4,3,3,1,2,250000,0,1,4,1,1,7,1,70,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1111,1111,10,9,2,2,2,2,46,7,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,2,1,7,1,60,0,207.161543492479,198.374371204334,59.6590909090909,76.3889094816113,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1133,1133,10,10,2,5,4,1,55,5,2,2,5,1,1,6,1,1,4,3,3,2,NA,20000,10000,5,4,1,1,7,2,20,0,115.477038425492,39.8771591978909,32.095337327429,11.3187904438528,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1134,1134,10,10,2,5,4,2,54,5,2,2,5,1,1,6,1,1,4,3,3,2,NA,40000,25000,5,4,1,1,7,2,14,0,115.477038425492,39.8771591978909,32.095337327429,11.3187904438528,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1153,1153,9,11,1,2,2,2,56,5,2,2,5,1,1,7,3,2,4,3,3,1,1,15000,0,1,4,1,1,7,1,35,21,146.311611374408,61.824397972964,38.0076946752847,16.5851710558327,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1181,1181,3,1,1,4,2,1,29,5,2,2,5,1,1,8,8,2,4,3,3,1,1,80000,0,1,4,1,1,5,1,56,0,574.395641811372,556.09242714632,140.428601818367,99.1326285213677,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1183,1183,5,1,1,5,4,2,56,7,2,3,5,1,1,5,7,2,4,1,3,1,1,70000,0,1,4,1,1,7,1,56,0,574.395641811372,556.09242714632,140.428601818367,99.1326285213677,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,1240,1,2,2,5,3,1,56,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,60000,5,4,1,1,7,2,35,20,288.015211879754,85.0675447512291,69.3779445123015,24.0955728234635,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1242,1242,3,2,2,3,2,1,53,5,2,2,5,1,1,6,1,1,3,3,3,2,NA,60000,0,1,4,1,1,7,1,40,0,288.015211879754,85.0675447512291,69.3779445123015,24.0955728234635,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1243,1243,3,2,2,3,2,2,48,5,2,2,5,1,1,5,7,1,4,1,3,1,1,150000,0,1,4,1,1,6,1,70,0,288.015211879754,85.0675447512291,69.3779445123015,24.0955728234635,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,1249,11,2,2,5,5,1,47,6,2,2,5,1,1,6,1,1,4,3,3,1,2,70000,30000,5,4,2,1,7,2,28,10,288.015211879754,85.0675447512291,69.3779445123015,24.0955728234635,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1252,1252,4,2,2,4,2,1,33,5,2,2,5,1,1,8,8,1,4,3,3,1,1,120000,0,1,4,1,2,7,2,30,20,254.413437160449,25.44,61.2838509858663,6.09999999999445,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1253,1253,4,2,2,4,2,2,32,5,2,2,5,1,1,6,1,1,4,3,3,1,1,60000,40000,5,4,1,1,7,2,28,0,254.413437160449,25.44,61.2838509858663,6.09999999999445,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1257,1257,9,2,2,6,4,2,67,5,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,50000,5,4,1,1,7,2,28,0,254.413437160449,25.44,61.2838509858663,6.09999999999445,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1259,1259,10,2,2,7,4,1,37,5,2,2,5,1,1,7,7,1,4,3,3,1,1,150000,0,1,4,1,1,7,1,56,0,254.413437160449,25.44,61.2838509858663,6.09999999999445,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1263,1263,3,3,1,2,2,1,32,5,2,1,5,1,1,7,7,2,4,3,3,1,2,75000,0,1,3,1,3,1,1,60,40,230.43580131209,329.610284072299,61.3020849565244,93.5109175368589,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1265,1265,4,3,1,6,4,2,59,3,2,2,5,1,1,5,8,2,4,3,3,1,1,30000,0,1,4,1,4,7,2,30,0,230.43580131209,329.610284072299,61.3020849565244,93.5109175368589,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1267,1267,6,3,1,1,1,2,41,5,2,4,5,1,1,5,7,2,4,3,3,1,1,60000,0,1,4,1,4,1,1,60,0,230.43580131209,329.610284072299,61.3020849565244,93.5109175368589,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1269,1269,8,3,1,5,4,1,40,6,2,2,5,1,1,8,8,2,4,3,3,1,1,60000,0,1,4,1,1,7,1,60,0,230.43580131209,329.610284072299,61.3020849565244,93.5109175368589,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1297,1297,3,3,2,2,2,2,62,4,2,3,3,1,1,6,1,1,4,3,3,1,2,2500,0,1,4,1,1,7,1,46,0,348.274869109948,469.753205154415,88.6644451849384,125.259236232502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1299,1299,4,3,2,3,3,2,62,7,2,2,5,1,1,6,1,1,4,3,3,1,2,8000,0,1,4,2,1,7,1,50,0,348.274869109948,469.753205154415,88.6644451849384,125.259236232502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1300,1300,5,3,2,6,4,1,58,7,2,2,5,1,1,6,1,1,4,3,3,1,1,11000,0,1,4,2,1,7,1,70,0,348.274869109948,469.753205154415,88.6644451849384,125.259236232502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1303,1303,7,3,2,3,3,2,59,7,2,2,5,1,1,6,1,1,4,3,3,1,2,3500,0,1,4,2,1,7,1,40,0,348.274869109948,469.753205154415,88.6644451849384,125.259236232502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1313,1313,10,3,2,5,5,1,21,5,2,1,5,1,1,7,6,1,4,3,3,1,3,150000,0,1,4,1,1,5,1,56,0,348.274869109948,469.753205154415,88.6644451849384,125.259236232502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1317,1317,2,3,2,6,2,1,36,7,2,2,5,1,1,6,1,1,4,3,3,1,1,0,3000,2,4,2,4,7,1,70,0,399.659685863874,232.247512251966,101.746084638454,103.280997532658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1320,1320,3,3,2,7,4,2,33,10,2,2,5,1,1,6,1,1,4,3,3,1,4,5000,0,1,4,2,4,7,1,50,0,399.659685863874,232.247512251966,101.746084638454,103.280997532658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1336,1336,9,3,2,6,4,2,52,6,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,0,1,4,2,4,7,1,50,0,399.659685863874,232.247512251966,101.746084638454,103.280997532658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1348,1348,4,3,2,3,3,2,50,7,2,2,5,1,1,6,1,1,4,3,3,1,1,5000,0,1,4,1,1,7,2,15,0,422.497382198953,620.044117492814,107.560146617794,172.764502862408,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1350,1350,5,3,2,2,2,1,58,5,2,2,5,1,1,6,1,1,4,3,3,1,2,70000,0,1,4,1,1,7,1,45,0,422.497382198953,620.044117492814,107.560146617794,172.764502862408,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1366,1366,3,3,2,1,1,2,71,4,2,3,5,1,1,6,1,1,4,3,3,1,1,25000,0,1,4,1,1,7,2,15,0,365.403141361257,199.971860143083,93.0249916694435,77.5340022876926,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1369,1369,6,3,2,6,2,2,33,5,2,2,5,1,1,6,1,1,4,3,3,1,1,12000,0,1,4,1,1,7,2,18,0,365.403141361257,199.971860143083,93.0249916694435,77.5340022876926,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1373,1373,11,3,2,7,6,1,57,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,45,0,365.403141361257,199.971860143083,93.0249916694435,77.5340022876926,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1380,1380,6,4,1,7,5,1,51,5,2,2,5,1,1,7,7,2,4,1,3,7,NA,1E+05,0,1,4,1,1,7,1,40,0,213.47621671258,21.35,58.2207863761583,5.79999999999472,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,1440,11,5,1,6,4,1,34,10,2,2,5,1,1,1,7,2,4,1,3,1,2,50000,0,1,4,1,1,7,1,60,0,248.989643268124,171.811448697127,51.1846044402288,23.334567215129,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,1449,7,5,1,4,4,1,32,10,2,1,5,1,1,1,7,2,4,1,3,1,1,60000,0,1,4,1,1,7,1,60,0,174.771576524741,163.733255328783,45.0177846281531,32.1171786431955,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,1450,1,5,1,5,4,1,41,5,2,2,5,1,1,8,8,2,4,3,3,1,1,50000,0,1,4,1,1,7,1,50,0,268.142692750288,338.50704279644,69.0683818952485,80.5260577536146,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1459,1459,4,6,1,5,5,1,22,5,1,1,5,1,1,1,9,2,4,1,3,1,1,1E+05,0,1,4,1,1,5,1,50,0,466.443683589138,244.720555634333,113.682729382877,71.8130003076776,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,1469,9,6,1,4,3,2,59,4,2,2,5,1,1,6,1,2,4,3,3,1,2,35000,10000,5,4,1,1,7,2,20,0,291.02896497442,715.441283651003,70.9302499568378,150.936592266397,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1480,1480,11,6,1,7,5,2,36,10,2,1,5,1,1,2,13,2,3,1,3,1,3,150000,0,1,4,1,1,7,1,40,0,299.002361275089,437.617602174837,72.8735444762033,108.214237864389,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,1483,5,6,1,4,2,2,31,9,2,2,5,1,1,7,3,2,4,3,3,1,1,25000,0,1,4,2,3,1,2,26,0,338.869342778434,298.983992872644,82.5900170730304,51.8272739732847,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1497,1497,4,6,2,3,3,1,52,10,2,2,5,1,1,6,1,1,4,3,3,1,2,110000,0,1,4,2,1,7,1,35,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1498,1498,4,6,2,3,3,2,45,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,60000,2,4,1,1,7,2,14,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1500,1500,6,6,2,4,3,1,46,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,0,1,4,1,1,7,2,32,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1501,1501,6,6,2,4,3,2,38,5,2,2,5,1,1,6,1,1,4,3,3,1,2,25000,18000,5,4,1,1,7,2,18,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1503,1503,9,6,2,4,4,2,48,4,2,2,5,1,1,6,1,1,4,3,3,1,2,20000,25000,5,4,1,1,7,2,28,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1508,1508,11,6,2,5,2,1,38,5,2,2,5,1,1,6,1,1,4,3,3,1,2,90000,0,1,4,1,1,7,2,28,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1509,1509,11,6,2,5,2,2,32,5,2,2,2,1,1,6,1,1,4,3,3,1,2,0,50000,2,4,1,1,7,2,12,0,379.276410998553,37.93,90.5284974093264,35.4022852938642,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1510,1510,3,6,2,4,3,1,58,7,2,2,5,1,1,6,1,1,4,3,3,1,1,0,25000,2,4,1,1,7,2,30,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1513,1513,5,6,2,6,4,2,52,7,2,2,5,1,1,6,1,1,4,3,3,1,NA,90000,18000,5,4,1,1,7,2,28,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1515,1515,7,6,2,6,4,1,62,10,2,2,5,1,1,6,1,1,4,3,3,1,2,45000,0,1,4,2,1,7,2,28,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1516,1516,7,6,2,6,4,2,58,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,25000,2,4,2,1,7,2,18,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1519,1519,8,6,2,3,3,2,43,5,2,2,5,1,1,6,1,2,4,3,3,1,1,60000,12000,5,4,1,1,7,2,26,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1520,1520,9,6,2,4,4,1,54,5,2,2,5,1,1,6,1,1,4,3,3,1,3,90000,0,1,4,1,1,7,2,28,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1522,1522,9,6,2,4,4,1,26,5,2,1,5,1,1,6,1,1,4,3,3,1,3,0,25000,2,4,1,1,7,2,30,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1523,1523,10,6,2,5,3,1,53,10,2,2,5,1,1,6,1,1,4,3,3,1,1,20000,30000,5,4,2,1,7,2,32,0,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1571,1571,1,8,2,1,1,2,60,10,2,1,3,1,1,6,1,1,4,3,3,1,1,0,4000,2,4,2,1,7,2,28,0,385.323943661972,727.548090499092,102.158327109783,197.843117783268,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1573,1573,6,8,2,5,5,1,58,10,2,2,5,1,1,6,1,1,4,3,3,1,2,0,15000,2,4,2,1,7,1,35,0,385.323943661972,727.548090499092,102.158327109783,197.843117783268,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1576,1576,7,8,2,6,5,1,53,5,2,2,5,1,1,6,1,1,4,3,3,1,2,36000,15000,5,4,1,1,7,1,40,0,385.323943661972,727.548090499092,102.158327109783,197.843117783268,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1581,1581,9,8,2,4,4,1,48,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,10000,2,4,1,1,7,2,28,0,385.323943661972,727.548090499092,102.158327109783,197.843117783268,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1585,1585,2,8,2,3,3,1,59,5,2,2,5,1,1,6,1,1,4,3,3,1,2,40800,8000,5,4,1,1,7,1,35,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1587,1587,3,8,2,6,4,2,42,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,15000,5,4,1,1,7,1,42,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1588,1588,3,8,2,6,4,1,57,7,2,2,5,1,1,6,1,1,4,3,3,1,1,0,10000,2,4,1,1,7,2,28,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1590,1590,4,8,2,4,3,2,41,5,2,2,5,1,1,6,1,2,4,3,3,1,1,0,8000,2,4,1,1,7,1,35,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1591,1591,6,8,2,4,3,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,1,0,7000,2,4,1,1,7,2,28,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1592,1592,7,8,2,3,3,1,59,7,2,2,3,1,1,6,1,1,4,3,3,1,1,0,15000,2,4,1,1,7,1,35,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1599,1599,10,8,2,3,3,2,49,6,2,2,5,1,1,6,1,1,4,3,3,1,1,0,15000,2,4,1,1,7,2,21,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1600,1600,11,8,2,6,5,1,51,6,2,2,5,1,1,6,1,1,4,3,3,1,1,45000,15000,5,4,1,1,7,1,35,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1601,1601,11,8,2,6,5,2,43,5,2,2,5,1,1,6,1,1,4,3,3,1,1,20000,3000,5,4,1,1,7,2,28,0,511.429961587708,699.950592220158,135.591961436622,230.291839168938,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1642,1642,1,9,2,6,4,1,60,7,2,2,3,1,1,6,1,1,4,3,3,1,3,9E+05,0,1,6,2,1,7,1,70,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1643,1643,1,9,2,6,4,2,59,7,2,2,5,1,1,6,1,1,4,3,3,1,3,9E+05,0,1,6,2,1,7,1,60,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1645,1645,2,9,2,6,4,1,60,6,2,2,5,1,1,8,1,1,4,3,3,1,1,850000,0,1,6,1,1,7,1,55,20,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1646,1646,2,9,2,6,4,2,59,5,2,2,5,1,1,6,1,1,4,3,3,1,4,250000,0,1,4,1,1,7,1,70,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1648,1648,2,9,2,6,4,2,25,5,2,2,5,1,1,6,1,1,4,3,3,1,4,1E+05,0,1,4,1,1,7,2,30,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1650,1650,3,9,2,4,2,2,43,4,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,6,1,1,5,2,15,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1653,1653,5,9,2,4,4,1,45,7,2,2,5,1,1,6,1,1,4,3,3,1,4,1E+05,0,1,4,2,1,7,1,70,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1655,1655,5,9,2,4,4,1,21,5,2,1,5,1,1,6,1,1,4,3,3,NA,4,50000,0,1,4,1,1,5,2,32,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
1657,1657,6,9,2,5,5,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,6,1,1,7,1,40,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1659,1659,7,9,2,4,3,2,45,5,2,3,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,4,1,1,7,1,60,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1662,1662,8,9,2,6,5,2,50,7,2,3,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,5,2,1,7,1,40,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1666,1666,10,9,2,5,3,1,45,7,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,4,2,1,7,1,72,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1668,1668,10,9,2,5,3,2,15,4,1,1,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,4,1,1,5,2,25,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1669,1669,11,9,2,6,4,1,58,6,2,2,5,1,1,8,1,1,4,3,3,1,1,8E+05,0,1,6,1,1,7,1,50,20,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1670,1670,11,9,2,6,4,2,55,5,2,2,5,1,1,6,1,1,4,3,3,1,4,5E+05,0,1,6,1,1,7,1,60,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1672,1672,11,9,2,6,4,2,30,7,2,2,5,1,1,6,1,1,4,3,3,1,4,1E+05,0,1,6,2,1,7,2,20,0,193.350773926314,385.791680157784,55.6818181818182,119.766180518862,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1687,1687,8,10,2,2,2,2,22,7,2,1,5,1,1,5,19,1,4,3,3,1,1,25000,0,1,4,1,1,5,2,24,0,162.905107778819,96.5856543649902,45.2773508726231,25.7714624745176,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1718,1718,4,1,1,12,7,2,54,5,2,2,5,1,1,5,7,2,4,1,3,1,1,80000,0,1,4,1,1,7,1,60,0,NA,NA,175.535752272958,206.052047929112,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,1735,2,1,1,2,2,2,61,10,2,2,5,1,1,2,13,2,4,1,3,1,1,1E+05,0,1,4,1,1,7,2,30,0,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
